id,name,type,typecode,address,adname,longitude,latitude,location,lon_wgs84,lat_wgs84
B0LAMA1QCL,奥佳华大健康创新大厦B座,商务住宅;楼宇;商务写字楼,120201,前埔路166号,思明区,118.172548,24.477085,"118.172548,24.477085",118.16770797313953,24.479821219784156
B0FFITLDPA,奥佳华科技大厦,商务住宅;楼宇;商务写字楼,120201,前埔路与前埔中路交叉口东北140米,思明区,118.172159,24.4771,"118.172159,24.477100",118.16731799168633,24.47983548598873
B0LAMAA2SE,奥佳华大健康创新大厦A座,商务住宅;楼宇;商务写字楼,120201,前埔路168号,思明区,118.172805,24.477529,"118.172805,24.477529",118.16796558926626,24.480265778054648
B0M6LC6MC1,才子汇,商务住宅;楼宇;商务写字楼,120201,前埔路188号,思明区,118.172953,24.478413,"118.172953,24.478413",118.16811389945988,24.48115020071889
B0L13H6516,国投智能大厦,商务住宅;楼宇;商务写字楼,120201,前埔东路188号,思明区,118.176139,24.478238,"118.176139,24.478238",118.17130792814027,24.480981192718637
B0FFK1XW39,万安大厦,商务住宅;楼宇;商务写字楼,120201,前埔路169号,思明区,118.171411,24.47865,"118.171411,24.478650",118.16656799625441,24.481384320440025
B0HU11EN46,厦门万安智能有限公司,商务住宅;楼宇;商务写字楼,120201,前埔路169号万安大厦1层,思明区,118.171511,24.478527,"118.171511,24.478527",118.16666825705548,24.481261489936053
B0FFGMEQLR,和盛大厦,商务住宅;楼宇;商务写字楼,120201,金山路8(岭兜地铁站3号口步行280米),思明区,118.174951,24.485187,"118.174951,24.485187",118.17011644946128,24.48792904628522
B0FFH1KCA7,厦门宝龙国际中心,商务住宅;楼宇;商务写字楼,120201,莲前街道洪文社区吕岭路1581-1599号(岭兜地铁站1A口步行200米),思明区,118.171156,24.486139,"118.171156,24.486139",118.16631182171768,24.488874013821807
B0LK97AW3E,世茂双子塔/会展,商务住宅;楼宇;商务写字楼,120201,莲前街道洪文社区吕岭路1581-1599号厦门宝龙国际中心,思明区,118.171775,24.486825,"118.171775,24.486825",118.16693233339744,24.489561290357127
B0MD9CPL32,宝龙一城B楼,商务住宅;楼宇;商务写字楼,120201,宝龙一城4号公馆(岭兜地铁站1A口步行440米),思明区,118.171375,24.486625,"118.171375,24.486625",118.16653133926673,24.48936050272728
B0LDP71QY9,厦门宝龙国际中心2号楼,商务住宅;楼宇;商务写字楼,120201,莲前街道洪文社区吕岭路1581-1599号厦门宝龙国际中心,思明区,118.171272,24.48587,"118.171272,24.485870",118.16642813323519,24.488605192056536
B0FFL0FH1G,三五互联大厦,商务住宅;楼宇;商务写字楼,120201,莲前街道观日路8号三五互联大厦303室,思明区,118.176656,24.487925,"118.176656,24.487925",118.17182553895287,24.49067068170691
B0FFH1W2BS,厦门宝龙国际中心1期,商务住宅;楼宇;商务写字楼,120201,金湫路与金盛路交叉口南100米,思明区,118.170693,24.486242,"118.170693,24.486242",118.16584764730634,24.48897615346325
B0FFLIIYT5,思明设计中心,商务住宅;楼宇;商务写字楼|公司企业;公司;广告装饰,120201|170201,岭兜西路与观日路交叉口南120米,思明区,118.177028,24.484883,"118.177028,24.484883",118.17219868768451,24.487628916354055
B0FFL762WT,思明设计中心A座,商务住宅;楼宇;商务写字楼,120201,思明设计中心(岭兜地铁站3号口步行390米),思明区,118.177032,24.484901,"118.177032,24.484901",118.17220269643718,24.487646926665906
B0MAKRNJ5F,海晟融创大厦,商务住宅;楼宇;商务写字楼,120201,观日路与望海路交叉口西100米,思明区,118.176475,24.489075,"118.176475,24.489075",118.17164400318703,24.49182051445713
