id,name,type,typecode,address,adname,longitude,latitude,location
BX10033174,厦门火车站地铁站出入口,交通设施服务;地铁站;出入口,150501,3号线,思明区,118.115647,24.468928,"118.115647,24.468928"
BX10033173,厦门火车站地铁站2号口,交通设施服务;地铁站;出入口,150501,3号线,思明区,118.115583,24.468809,"118.115583,24.468809"
BX09909979,莲坂地铁站4号口,交通设施服务;地铁站;出入口,150501,1号线,思明区,118.118769,24.475982,"118.118769,24.475982"
BX09909980,莲坂地铁站2号入口,交通设施服务;地铁站;出入口,150501,1号线,思明区,118.118018,24.475734,"118.118018,24.475734"
BX09909978,莲坂地铁站3号口,交通设施服务;地铁站;出入口,150501,1号线,思明区,118.118567,24.476425,"118.118567,24.476425"
BX10032872,厦门火车站地铁站6号口,交通设施服务;地铁站;出入口,150501,3号线,思明区,118.11452,24.469766,"118.114520,24.469766"
BX09909976,莲坂地铁站2号出口,交通设施服务;地铁站;出入口,150501,1号线,思明区,118.117784,24.475788,"118.117784,24.475788"
BX10033172,厦门火车站地铁站1号口,交通设施服务;地铁站;出入口,150501,3号线,思明区,118.114836,24.468259,"118.114836,24.468259"
BX09909977,莲坂地铁站1号口,交通设施服务;地铁站;出入口,150501,1号线,思明区,118.117239,24.475997,"118.117239,24.475997"
BX10032874,厦门火车站地铁站5号口,交通设施服务;地铁站;出入口,150501,3号线,思明区,118.114221,24.469621,"118.114221,24.469621"
BX10033171,厦门火车站地铁站出入口,交通设施服务;地铁站;出入口,150501,3号线,思明区,118.114504,24.46842,"118.114504,24.468420"
BX10032873,厦门火车站地铁站3号口,交通设施服务;地铁站;出入口,150501,3号线,思明区,118.113862,24.468497,"118.113862,24.468497"
BX09900444,厦门火车站地铁站出入口,交通设施服务;地铁站;出入口,150501,3号线,思明区,118.113977,24.469169,"118.113977,24.469169"
BX10024126,湖滨东路地铁站3号口,交通设施服务;地铁站;出入口,150501,1号线,思明区,118.112934,24.474894,"118.112934,24.474894"
BX10024779,湖滨东路地铁站8号口,交通设施服务;地铁站;出入口,150501,1号线,思明区,118.112514,24.47433,"118.112514,24.474330"
BX10024138,莲花路口地铁站3号口,交通设施服务;地铁站;出入口,150501,1号线,思明区,118.123286,24.484276,"118.123286,24.484276"
BX10024140,莲花路口地铁站4号口,交通设施服务;地铁站;出入口,150501,1号线,思明区,118.12386,24.484049,"118.123860,24.484049"
BX10024139,莲花路口地铁站1B口,交通设施服务;地铁站;出入口,150501,1号线,思明区,118.121677,24.483135,"118.121677,24.483135"
BX10024141,莲花路口地铁站2号口,交通设施服务;地铁站;出入口,150501,1号线,思明区,118.12275,24.482968,"118.122750,24.482968"
BX09918502,莲花路口地铁站出入口,交通设施服务;地铁站;出入口,150501,1号线,思明区,118.121227,24.482794,"118.121227,24.482794"
BX10029141,莲花路口地铁站1A口,交通设施服务;地铁站;出入口,150501,1号线,思明区,118.121674,24.482188,"118.121674,24.482188"
BX09909971,吕厝地铁站3号口,交通设施服务;地铁站;出入口,150501,2号线,思明区,118.126273,24.48933,"118.126273,24.489330"
